City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description,Rain inches last 3 hours,Snow inches last 3 hours
184,Guerrero Negro,27.98,-114.06,62.56,66,100,18.92,MX,2020-02-24 00:55:20,overcast clouds,0,0
185,Vicuna,-30.03,-70.71,60.8,82,75,8.05,CL,2020-02-24 00:59:12,broken clouds,0,0
186,Huangchuan,32.13,115.04,57.61,74,81,2.53,CN,2020-02-24 00:59:12,broken clouds,0,0
187,Santa Clara,22.4,-79.97,71.6,77,20,10.29,CU,2020-02-24 00:59:12,few clouds,0,0
188,San Patricio,19.22,-104.7,82.4,78,20,11.41,MX,2020-02-24 00:57:20,few clouds,0,0
189,Nhulunbuy,-12.23,136.77,87.8,66,75,16.11,AU,2020-02-24 00:59:13,broken clouds,0,0
190,Pevek,69.7,170.31,-15.54,98,100,9.42,RU,2020-02-24 00:54:46,overcast clouds,0,0
191,Georgetown,5.41,100.34,80.6,69,20,4.7,MY,2020-02-24 00:59:13,few clouds,0,0
192,Kavieng,-2.57,150.8,84.47,70,17,8.08,PG,2020-02-24 00:59:13,few clouds,0,0
193,Sumbe,-11.21,13.84,78.94,86,100,3.22,AO,2020-02-24 00:57:49,light rain,0.12,0
194,Santiago Del Estero,-27.8,-64.26,70.74,48,0,7.78,AR,2020-02-24 00:59:14,clear sky,0,0
195,Paamiut,61.99,-49.67,15.49,67,100,4.41,GL,2020-02-24 00:59:14,overcast clouds,0,0
196,Imeni Poliny Osipenko,52.42,136.49,4.05,94,58,3.6,RU,2020-02-24 00:59:14,broken clouds,0,0
197,Emirdag,39.02,31.15,30.07,92,8,3.91,TR,2020-02-24 00:59:14,clear sky,0,0
198,Walvis Bay,-22.96,14.51,64.0,93,59,11.41,NA,2020-02-24 00:59:14,broken clouds,0,0
199,Beidao,34.57,105.89,35.26,89,0,0.92,CN,2020-02-24 00:59:15,clear sky,0,0
200,Tiksi,71.69,128.87,-8.05,87,99,7.07,RU,2020-02-24 00:57:20,overcast clouds,0,0
201,Sao Desiderio,-12.36,-44.97,72.37,86,93,3.74,BR,2020-02-24 00:59:15,overcast clouds,0,0
202,Okahandja,-21.98,16.92,64.99,88,99,5.82,NA,2020-02-24 00:59:15,overcast clouds,0,0
203,Koulamoutou,-1.13,12.47,72.21,96,89,2.71,GA,2020-02-24 00:59:15,overcast clouds,0,0
204,Gopalur,16.62,77.8,66.29,77,29,5.08,IN,2020-02-24 00:59:16,scattered clouds,0,0
205,Pagudpud,18.56,120.79,78.8,74,75,1.12,PH,2020-02-24 00:59:16,broken clouds,0,0
206,Esperance,-33.87,121.9,69.8,77,90,14.99,AU,2020-02-24 00:59:16,overcast clouds,0,0
207,Eureka,40.8,-124.16,53.01,81,75,5.82,US,2020-02-24 00:59:16,broken clouds,0,0
208,Alice Springs,-23.7,133.88,86.0,33,48,18.34,AU,2020-02-24 00:54:30,scattered clouds,0,0
209,Leshukonskoye,64.9,45.76,31.32,88,100,14.47,RU,2020-02-24 00:59:17,light snow,0,0.44
210,Labuhan,-6.88,112.21,78.15,89,18,5.64,ID,2020-02-24 00:56:51,few clouds,0,0
211,Moree,-29.47,149.85,77.0,65,40,8.05,AU,2020-02-24 00:59:17,scattered clouds,0,0
212,Kalaikunda,22.35,87.25,70.43,45,82,4.99,IN,2020-02-24 00:59:17,broken clouds,0,0
213,Staryy Nadym,65.61,72.68,28.45,86,100,22.15,RU,2020-02-24 00:59:18,overcast clouds,0,0
214,Saldanha,-33.01,17.94,66.2,52,0,8.05,ZA,2020-02-24 00:59:18,clear sky,0,0
215,Srednekolymsk,67.45,153.68,-19.1,95,81,1.36,RU,2020-02-24 00:59:18,broken clouds,0,0
216,Baicheng,45.62,122.82,18.75,77,0,6.62,CN,2020-02-24 00:59:18,clear sky,0,0
217,Poya,-21.35,165.15,79.36,71,38,9.86,NC,2020-02-24 00:59:18,scattered clouds,0,0
218,Bariri,-22.07,-48.74,73.4,88,74,10.29,BR,2020-02-24 00:59:19,light rain,0.31,0
219,Kaseda,31.42,130.32,41.0,49,0,4.7,JP,2020-02-24 00:59:19,clear sky,0,0
220,Port Alfred,-33.59,26.89,59.0,81,20,0.58,ZA,2020-02-24 00:59:19,few clouds,0,0
221,Conakry,9.54,-13.68,79.47,78,99,7.72,GN,2020-02-24 00:59:19,overcast clouds,0,0
222,Olafsvik,64.89,-23.71,32.45,95,100,7.47,IS,2020-02-24 00:59:20,snow,0,1.62
223,Auki,-8.77,160.7,83.91,74,8,9.57,SB,2020-02-24 00:59:20,clear sky,0,0
224,Cherskiy,68.75,161.3,-22.4,86,49,5.08,RU,2020-02-24 00:59:20,scattered clouds,0,0
225,Katangli,51.71,143.23,4.21,91,62,5.7,RU,2020-02-24 00:59:20,broken clouds,0,0
226,Fort Nelson,58.81,-122.7,30.2,42,40,3.36,CA,2020-02-24 00:59:21,scattered clouds,0,0
227,Nuuk,64.18,-51.72,15.8,78,98,3.36,GL,2020-02-24 00:59:21,light snow,0,0
228,Fortuna,40.6,-124.16,53.01,93,75,10.29,US,2020-02-24 00:59:21,broken clouds,0,0
229,Port Hardy,50.7,-127.42,42.8,87,75,6.93,CA,2020-02-24 00:59:21,light rain,0,0
230,Mehamn,71.04,27.85,30.2,86,90,8.05,NO,2020-02-24 00:59:22,overcast clouds,0,0
231,Kaimganj,27.57,79.35,59.7,78,0,4.27,IN,2020-02-24 00:59:22,clear sky,0,0
232,Palmer,42.16,-72.33,43.0,51,40,4.7,US,2020-02-24 00:59:22,scattered clouds,0,0
233,Severo-Kurilsk,50.68,156.12,26.06,97,100,38.43,RU,2020-02-24 00:59:22,snow,0,2.88
234,Kwinana,-32.25,115.77,79.0,61,75,20.8,AU,2020-02-24 00:59:23,broken clouds,0,0
235,Severo-Yeniseyskiy,60.37,93.04,0.75,95,11,4.97,RU,2020-02-24 00:55:16,few clouds,0,0
236,Ahipara,-35.17,173.17,67.46,70,0,23.38,NZ,2020-02-24 00:55:17,clear sky,0,0
237,Barka Kana,23.62,85.48,64.4,72,90,3.36,IN,2020-02-24 00:59:23,light rain,0,0
238,Yatou,37.15,122.38,43.7,83,32,10.6,CN,2020-02-24 00:59:23,scattered clouds,0,0
239,Mahon,39.89,4.27,50.0,93,0,4.7,ES,2020-02-24 00:59:24,fog,0,0
240,Tahta,26.77,31.5,55.4,37,81,6.93,EG,2020-02-24 00:59:24,broken clouds,0,0
241,Calvinia,-31.47,19.78,64.94,26,0,12.17,ZA,2020-02-24 00:59:24,clear sky,0,0
242,Broken Hill,-31.95,141.43,75.2,57,32,8.05,AU,2020-02-24 00:54:33,scattered clouds,0,0
243,Gat,31.61,34.76,52.0,87,75,4.7,IL,2020-02-24 00:55:09,broken clouds,0,0
244,Nouadhibou,20.93,-17.03,69.8,68,100,13.87,MR,2020-02-24 00:59:25,light rain,0,0
245,Gabrovo,42.87,25.33,48.99,74,81,9.17,BG,2020-02-24 00:59:25,broken clouds,0,0
246,Palana,59.12,159.97,7.21,73,74,4.03,RU,2020-02-24 00:59:26,broken clouds,0,0
247,Sousa,-6.76,-38.23,77.99,80,63,5.48,BR,2020-02-24 00:56:36,light rain,0.38,0
248,Salalah,17.02,54.09,75.2,73,75,5.82,OM,2020-02-24 00:57:52,broken clouds,0,0
249,Kosh-Agach,50.0,88.67,7.05,84,100,1.68,RU,2020-02-24 00:59:26,light snow,0,0.25
250,Myitkyina,25.38,97.4,56.8,99,24,3.38,MM,2020-02-24 00:59:27,light rain,0.75,0
251,San Luis,-33.3,-66.34,72.66,44,0,13.69,AR,2020-02-24 00:59:27,clear sky,0,0
252,Statesville,35.78,-80.89,53.01,37,20,4.7,US,2020-02-24 00:59:27,few clouds,0,0
253,Melville,40.79,-73.42,46.99,48,1,11.41,US,2020-02-24 00:59:27,clear sky,0,0
254,Sandwick,60.0,-1.25,41.0,75,63,20.8,GB,2020-02-24 00:59:28,light snow,0,0.25
255,Hattiesburg,31.33,-89.29,57.2,76,90,2.8,US,2020-02-24 00:56:28,overcast clouds,0,0
256,Aswan,24.09,32.91,54.16,38,100,6.31,EG,2020-02-24 00:58:17,overcast clouds,0,0
257,Khatanga,71.97,102.5,17.06,91,99,16.58,RU,2020-02-24 00:59:28,light snow,0,0.25
258,Damaturu,11.75,11.96,70.52,20,0,12.66,NG,2020-02-24 00:59:28,clear sky,0,0
259,Matamba,-8.98,33.97,56.84,90,100,2.71,TZ,2020-02-24 00:59:29,light rain,1.06,0
260,Hailar,49.2,119.7,2.01,93,0,6.26,CN,2020-02-24 00:59:29,clear sky,0,0
261,Saint-Georges,12.06,-61.75,80.6,74,75,5.82,GD,2020-02-24 00:59:29,broken clouds,0,0
262,Brae,60.4,-1.35,41.0,60,66,19.46,GB,2020-02-24 00:59:30,light snow,0,0.31
263,Innisfail,-17.53,146.03,80.74,88,94,4.52,AU,2020-02-24 00:59:30,light rain,2,0
264,Chicama,-7.84,-79.15,73.4,88,75,8.05,PE,2020-02-24 00:59:30,mist,0,0
265,Saint Anthony,45.02,-93.22,39.2,60,1,6.93,US,2020-02-24 00:59:30,clear sky,0,0
266,Fuerte Olimpo,-21.04,-57.87,74.16,50,12,3.94,PY,2020-02-24 00:59:30,few clouds,0,0
267,Vievis,54.77,24.8,33.8,86,75,9.17,LT,2020-02-24 00:59:31,broken clouds,0,0
268,Orange,33.7,-117.77,66.2,59,20,2.51,US,2020-02-24 00:55:14,few clouds,0,0
269,Mount Gambier,-37.83,140.77,68.0,72,90,10.29,AU,2020-02-24 00:59:31,overcast clouds,0,0
270,Skelleftea,64.75,20.95,35.01,59,16,29.97,SE,2020-02-24 00:59:31,few clouds,0,0
271,Bathsheba,13.22,-59.52,80.6,78,40,13.87,BB,2020-02-24 00:59:31,scattered clouds,0,0
272,The Valley,18.22,-63.06,78.8,69,20,2.24,AI,2020-02-24 00:59:32,few clouds,0,0
273,Lamu,-2.27,40.9,82.26,82,27,14.76,KE,2020-02-24 00:59:32,scattered clouds,0,0
274,Soyo,-6.13,12.37,79.36,85,100,0.94,AO,2020-02-24 00:59:32,overcast clouds,0,0
275,Dunedin,-45.87,170.5,66.0,64,52,13.0,NZ,2020-02-24 00:58:55,broken clouds,0,0
276,Belluru,12.99,76.74,62.13,98,100,5.32,IN,2020-02-24 00:59:33,overcast clouds,0,0
277,Itarema,-2.92,-39.92,75.65,92,27,4.7,BR,2020-02-24 00:59:33,scattered clouds,0,0
278,Saint-Augustin,51.23,-58.65,15.57,78,65,9.22,CA,2020-02-24 00:59:33,broken clouds,0,0
279,Kokopo,-4.35,152.26,82.89,76,70,5.28,PG,2020-02-24 00:59:34,broken clouds,0,0
280,Sorland,67.67,12.69,34.5,66,100,33.02,NO,2020-02-24 00:59:34,light snow,0,0.25
281,Dongsheng,39.82,109.98,34.02,67,100,4.63,CN,2020-02-24 00:59:34,overcast clouds,0,0
282,Umm Kaddadah,13.6,26.69,65.41,21,0,15.84,SD,2020-02-24 00:56:14,clear sky,0,0
283,Pisco,-13.7,-76.22,77.0,73,75,11.41,PE,2020-02-24 00:56:18,broken clouds,0,0
284,Chaman,30.92,66.45,51.8,51,0,4.92,PK,2020-02-24 00:59:35,clear sky,0,0
285,Ust-Maya,60.42,134.53,-5.49,98,96,2.08,RU,2020-02-24 00:59:35,overcast clouds,0,0
286,Ahmadpur Sial,30.68,71.75,60.8,77,75,3.15,PK,2020-02-24 00:59:35,smoke,0,0
287,Anadyr,64.75,177.48,-16.01,75,4,5.61,RU,2020-02-24 00:59:36,clear sky,0,0
288,Bukama,-9.2,25.85,70.43,97,100,3.06,CD,2020-02-24 00:59:36,light rain,1.81,0
289,Mount Isa,-20.73,139.5,86.0,58,75,16.11,AU,2020-02-24 00:59:36,broken clouds,0,0
290,Kathu,7.92,98.33,77.0,83,20,1.12,TH,2020-02-24 00:59:37,few clouds,0,0
291,Saint-Philippe,-21.36,55.77,75.2,69,2,8.05,RE,2020-02-24 00:59:37,clear sky,0,0
292,Cedral,23.8,-100.73,78.57,20,65,17.09,MX,2020-02-24 00:59:37,broken clouds,0,0
293,Oxbow,49.23,-102.17,26.6,79,75,8.05,CA,2020-02-24 00:59:38,broken clouds,0,0
294,Solnechnyy,50.72,136.63,8.47,89,33,1.72,RU,2020-02-24 00:59:38,scattered clouds,0,0
295,San Quintin,30.48,-115.95,59.22,74,3,19.01,MX,2020-02-24 00:59:38,clear sky,0,0
296,Santa Rosa,14.31,121.11,84.99,69,20,2.24,PH,2020-02-24 00:59:39,few clouds,0,0
297,Grindavik,63.84,-22.43,32.0,88,90,1.12,IS,2020-02-24 00:57:16,light shower snow,0,0
298,Hithadhoo,-0.6,73.08,83.59,76,83,13.15,MV,2020-02-24 00:59:39,broken clouds,0,0
299,Teya,60.38,92.63,-0.26,94,5,4.29,RU,2020-02-24 00:59:39,clear sky,0,0
300,Mollendo,-17.02,-72.01,71.2,87,51,5.99,PE,2020-02-24 00:59:40,broken clouds,0,0
301,Dawei,14.08,98.2,77.85,61,100,8.86,MM,2020-02-24 00:59:40,overcast clouds,0,0
302,Sembe,1.65,14.58,73.17,84,77,5.57,CG,2020-02-24 00:59:40,broken clouds,0,0
303,Rundu,-17.93,19.77,68.4,88,79,9.42,NA,2020-02-24 00:59:41,light rain,0.94,0
304,Kilindoni,-7.91,39.67,84.45,78,94,16.42,TZ,2020-02-24 00:59:41,overcast clouds,0,0
305,Ambilobe,-13.2,49.05,75.97,93,69,2.17,MG,2020-02-24 00:59:41,broken clouds,0,0
306,Rawson,-43.3,-65.1,61.47,84,0,13.76,AR,2020-02-24 00:55:30,clear sky,0,0
307,Hasaki,35.73,140.83,53.01,43,20,8.05,JP,2020-02-24 00:59:41,few clouds,0,0
308,Nome,64.5,-165.41,6.8,77,90,10.29,US,2020-02-24 00:59:42,overcast clouds,0,0
309,Emerald,-23.53,148.17,80.6,78,90,14.99,AU,2020-02-24 00:57:31,overcast clouds,0,0
310,Panama City,8.99,-79.52,81.0,61,78,11.41,PA,2020-02-24 00:59:42,broken clouds,0,0
311,Pilar,-9.6,-35.96,78.8,88,40,2.24,BR,2020-02-24 00:59:42,scattered clouds,0,0
312,Naze,28.37,129.48,64.4,59,0,4.7,JP,2020-02-24 00:59:42,clear sky,0,0
313,Emba,48.83,58.14,11.75,95,52,9.24,KZ,2020-02-24 00:59:43,broken clouds,0,0
314,Almere,52.37,5.21,44.01,80,20,10.29,NL,2020-02-24 00:57:53,few clouds,0,0
315,Nishihara,26.18,127.76,68.0,64,20,10.29,JP,2020-02-24 00:59:43,few clouds,0,0
316,Salinopolis,-0.61,-47.36,82.09,83,18,13.76,BR,2020-02-24 00:59:43,few clouds,0,0
317,Griffith,41.53,-87.42,51.01,87,1,5.82,US,2020-02-24 00:55:35,clear sky,0,0
318,Iracoubo,5.48,-53.2,78.8,82,69,15.23,GF,2020-02-24 00:59:44,broken clouds,0,0
319,San Carlos De Bariloche,-41.15,-71.31,59.0,51,40,23.04,AR,2020-02-24 00:59:44,scattered clouds,0,0
320,Maxixe,-23.86,35.35,77.32,78,100,27.96,MZ,2020-02-24 00:59:44,light rain,0.37,0
321,Necochea,-38.55,-58.74,68.31,50,0,9.33,AR,2020-02-24 00:59:44,clear sky,0,0
322,Coihaique,-45.58,-72.07,57.2,50,75,3.36,CL,2020-02-24 00:59:45,broken clouds,0,0
323,Abu Samrah,35.3,37.18,48.97,78,4,6.38,SY,2020-02-24 00:59:45,clear sky,0,0
324,Zhigansk,66.77,123.37,-10.14,95,100,14.05,RU,2020-02-24 00:55:52,overcast clouds,0,0
325,Thayetmyo,19.32,95.18,64.96,47,3,0.85,MM,2020-02-24 00:59:45,clear sky,0,0
326,Dubbo,-32.25,148.62,77.0,57,87,3.36,AU,2020-02-24 00:58:00,overcast clouds,0,0
327,Abha,18.22,42.51,60.8,72,25,5.82,SA,2020-02-24 00:56:04,scattered clouds,0,0
328,Beringovskiy,63.05,179.32,-7.49,86,5,3.44,RU,2020-02-24 00:59:46,clear sky,0,0
329,Constitucion,-35.33,-72.42,56.73,90,79,7.87,CL,2020-02-24 00:59:46,broken clouds,0,0
330,Miguel Auza,24.29,-103.45,73.02,27,35,21.99,MX,2020-02-24 00:59:46,scattered clouds,0,0
331,San-Pedro,4.75,-6.64,83.34,85,92,12.66,CI,2020-02-24 00:59:47,overcast clouds,0,0
332,Tommot,58.96,126.29,8.8,95,100,6.93,RU,2020-02-24 00:59:47,light snow,0,0.25
333,Simbahan,6.3,120.58,80.74,81,42,13.78,PH,2020-02-24 00:59:47,scattered clouds,0,0
334,Talaya,61.38,152.75,-14.87,98,90,0.98,RU,2020-02-24 00:59:47,overcast clouds,0,0
335,Sokolka,53.41,23.5,37.99,93,100,8.61,PL,2020-02-24 00:59:48,light snow,0,0.12
336,Krasnoselkup,65.7,82.47,24.87,88,100,21.65,RU,2020-02-24 00:59:48,overcast clouds,0,0
337,Devavanya,47.03,20.97,57.99,53,99,16.11,HU,2020-02-24 00:59:48,light rain,0.19,0
338,Wewak,-3.55,143.63,81.34,80,91,4.45,PG,2020-02-24 00:59:48,light rain,1,0
339,Laguna,38.42,-121.42,68.0,63,1,3.36,US,2020-02-24 00:59:48,clear sky,0,0
340,Carepa,7.76,-76.65,72.91,87,94,4.14,CO,2020-02-24 00:59:49,overcast clouds,0,0
341,Kodinsk,58.69,99.18,8.19,96,90,4.5,RU,2020-02-24 00:56:18,overcast clouds,0,0
342,Buala,-8.14,159.59,85.53,68,25,3.22,SB,2020-02-24 00:59:49,light rain,0.25,0
343,Port Hawkesbury,45.62,-61.35,33.8,74,1,5.82,CA,2020-02-24 00:59:49,clear sky,0,0
344,Saint George,37.1,-113.58,60.01,50,0,9.17,US,2020-02-24 00:58:26,light rain,0,0
345,Touros,-5.2,-35.46,80.6,83,40,6.93,BR,2020-02-24 00:59:50,scattered clouds,0,0
346,Ballina,-28.87,153.57,71.6,88,75,5.82,AU,2020-02-24 00:59:50,broken clouds,0,0
347,Yushu,44.8,126.53,10.58,88,0,7.81,CN,2020-02-24 00:59:51,clear sky,0,0
348,Srednebelaya,50.66,128.01,12.2,85,40,4.47,RU,2020-02-24 00:59:52,scattered clouds,0,0
349,Vila Velha,-20.33,-40.29,75.2,73,90,8.05,BR,2020-02-24 00:56:01,overcast clouds,0,0
350,Karpogory,64.0,44.45,31.66,89,92,11.9,RU,2020-02-24 00:59:52,overcast clouds,0,0
351,San Cristobal,7.77,-72.22,78.8,65,40,2.24,VE,2020-02-24 00:59:53,scattered clouds,0,0
352,Tabou,4.42,-7.35,78.3,94,75,3.58,CI,2020-02-24 00:56:25,broken clouds,0,0
353,Umm Lajj,25.02,37.27,60.4,46,100,5.1,SA,2020-02-24 00:59:53,overcast clouds,0,0
354,Nexo,55.06,15.13,41.0,86,83,26.4,DK,2020-02-24 00:59:53,broken clouds,0,0
355,Chepareria,1.31,35.2,70.63,53,100,7.34,KE,2020-02-24 00:59:54,overcast clouds,0,0
356,Sao Joao Da Barra,-21.64,-41.05,75.2,73,100,7.14,BR,2020-02-24 00:55:13,overcast clouds,0,0
357,Hobyo,5.35,48.53,76.55,75,77,14.29,SO,2020-02-24 00:59:54,broken clouds,0,0
358,Kizema,61.11,44.83,30.56,93,100,8.52,RU,2020-02-24 00:59:54,light snow,0,0.44
359,Tuatapere,-46.13,167.68,71.1,37,62,1.54,NZ,2020-02-24 00:59:54,broken clouds,0,0
360,Florianopolis,-27.61,-48.5,69.8,83,75,1.12,BR,2020-02-24 00:59:55,broken clouds,0,0
361,Kanashevo,55.22,62.06,15.8,92,75,13.42,RU,2020-02-24 00:59:55,mist,0,0
362,Thinadhoo,0.53,72.93,82.67,80,84,16.96,MV,2020-02-24 00:59:55,light rain,2.56,0
363,Orillia,44.61,-79.42,41.0,55,40,10.29,CA,2020-02-24 00:55:57,scattered clouds,0,0
364,Amahai,-3.33,128.92,81.37,74,100,17.25,ID,2020-02-24 00:59:56,light rain,0.12,0
365,Kaeo,-35.1,173.78,79.0,44,0,8.99,NZ,2020-02-24 00:59:56,clear sky,0,0
366,Comodoro Rivadavia,-45.87,-67.5,59.0,87,17,8.05,AR,2020-02-24 00:58:28,few clouds,0,0
367,Takoradi,4.88,-1.76,79.16,92,67,3.74,GH,2020-02-24 00:59:57,broken clouds,0,0
368,Ozernovskiy,51.5,156.52,29.86,85,100,29.06,RU,2020-02-24 00:59:57,snow,0,1.94
369,Geraldton,-28.77,114.6,78.8,78,21,5.82,AU,2020-02-24 00:59:57,light rain,0.69,0
